time,development,timeCode,countryName,countryCode,agriculturePercentGDP,electricPowerConsumption,gdpGrowth,gdpPerCapita,gdpPerCapitaPPP,industryPercentGDP,manufacturingPercentGDP,individualsUsingInternetPercent,accessToElectricityPercent,governmentExpenditureEducationPercent,mobileCellularSubscriptionsPerHundred,birthLifeExpectancyMale,birthLifeExpectancyFemale,consumerPriceIndex
1990,1,YR1990,Myanmar,MMR,..,44.87246546,2.816933273,197.2098451,742.9708935,..,..,0,35.65203094,..,0,56.501,60.997,1.679852451
1990,1,YR1990,Namibia,NAM,9.008763575,..,2.047459978,3509.356242,5719.281973,29.01005083,10.34075839,0,25.2347908,..,0,58.548,64.505,..
1990,1,YR1990,Nauru,NRU,..,..,..,..,..,..,..,0,100,..,0,..,..,..
1990,1,YR1990,Nepal,NPL,48.80289317,35.46779029,4.635036347,357.2064308,1197.947803,15.34675485,5.759263557,0,0.01,..,0,53.584,54.836,23.60858182
1990,3,YR1990,Netherlands,NLD,3.964394996,5218.202041,4.183222799,35483.2995,32090.21105,26.71957198,16.93584907,0.334386942,100,5.296380043,0.527882627,73.8,80.11,64.43043391
1990,1,YR1990,New Caledonia,NCL,3.624209765,..,3.600001274,..,..,23.30978725,4.747491487,0,..,..,0,67.9,73.2,..
1990,3,YR1990,New Zealand,NZL,7.583336616,8972.310649,0.64964019,24830.3943,23671.27301,24.92417976,17.78066617,0,100,..,1.592032422,72.5,78.4,64.67557898
1990,1,YR1990,Nicaragua,NIC,..,308.3556417,-0.093064818,1138.04747,3003.519024,..,..,0,66.82804108,..,0,61.275,67.138,..
1990,1,YR1990,Niger,NER,35.25318448,..,-1.284355381,382.485945,894.5407505,16.15339067,6.588688388,0,2.290002346,2.937069893,0,42.835,44.217,52.32137107
1990,1,YR1990,Nigeria,NGA,29.95721155,87.02635714,12.76600917,1374.436761,3041.509363,61.34695139,29.93081319,0,27.3,..,0,44.66,47.191,2.435804472
